epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,34.5997,1.13469,1.43217,1.23582,0.64842,0.52239,0.61207,0.45372,1.0793,1.124,1.12858,8.33e-06,8.33e-06,8.33e-06
